Source Name	Characteristics [Organism]	Term Source REF	Characteristics [StrainOrLine]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Factor Value [StrainOrLine]	Factor Value [compound]	Factor Value [Time]	Unit [TimeUnit]	Factor Value [Compound]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]
ABRC-CS57544 1	Arabidopsis thaliana	ncbitax	CS57544	P-TABM-hans18	ABRC-CS57544 1	P-TABM-103	ABRC-CS57544 1	total_RNA	P-TABM-hans19	ABRC-CS57544 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R218	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57544	0.02% Silwet	28	h	  	R218	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57765 2	Arabidopsis thaliana	ncbitax	CS57765	P-TABM-826	ABRC-CS57765 2	P-TABM-103	ABRC-CS57765 2	total_RNA	P-TABM-hans19	ABRC-CS57765 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1297	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57765	  	28	h	0.02% Silwet	R1297.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57851 1	Arabidopsis thaliana	ncbitax	CS57851	P-TABM-826	ABRC-CS57851 1	P-TABM-103	ABRC-CS57851 1	total_RNA	P-TABM-hans19	ABRC-CS57851 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R849	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57851	  	28	h	0.02% Silwet	R849.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57509 1	Arabidopsis thaliana	ncbitax	CS57509	P-TABM-826	ABRC-CS57509 1	P-TABM-103	ABRC-CS57509 1	total_RNA	P-TABM-hans19	ABRC-CS57509 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R873	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57509	  	28	h	0.02% Silwet	R873.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57537 1	Arabidopsis thaliana	ncbitax	CS57537	P-TABM-hans18	ABRC-CS57537 1	P-TABM-103	ABRC-CS57537 1	total_RNA	P-TABM-hans19	ABRC-CS57537 1 biotin	biotin	synthetic_DNA	The MGED Ontology	  	Affymetrix:Protocol:Hybridization-FlexGE-WS2v4_450	R260	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57537	0.02% Silwet	28	h	  	R260	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57872 1	Arabidopsis thaliana	ncbitax	CS57872	P-TABM-826	ABRC-CS57872 1	P-TABM-103	ABRC-CS57872 1	total_RNA	P-TABM-hans19	ABRC-CS57872 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R847	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57872	  	28	h	0.02% Silwet	R847.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57871 2	Arabidopsis thaliana	ncbitax	CS57871	P-TABM-hans18	ABRC-CS57871 2	P-TABM-103	ABRC-CS57871 2	total_RNA	P-TABM-hans19	ABRC-CS57871 2 biotin	biotin	synthetic_DNA	The MGED Ontology	P-TABM-hans12	  	R404-2	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57871	0.02% Silwet	28	h	  	R404-2	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57647 1	Arabidopsis thaliana	ncbitax	CS57647	P-TABM-826	ABRC-CS57647 1	P-TABM-103	ABRC-CS57647 1	total_RNA	P-TABM-hans19	ABRC-CS57647 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R818	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57647	  	28	h	0.02% Silwet	R818.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57615 1	Arabidopsis thaliana	ncbitax	CS57615	P-TABM-hans18	ABRC-CS57615 1	P-TABM-103	ABRC-CS57615 1	total_RNA	P-TABM-hans19	ABRC-CS57615 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R225	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57615	0.02% Silwet	28	h	  	R225	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57722 2	Arabidopsis thaliana	ncbitax	CS57722	P-TABM-hans18	ABRC-CS57722 2	P-TABM-103	ABRC-CS57722 2	total_RNA	P-TABM-hans19	ABRC-CS57722 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R419	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57722	0.02% Silwet	28	h	  	R419	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57577 1	Arabidopsis thaliana	ncbitax	CS57577	P-TABM-826	ABRC-CS57577 1	P-TABM-103	ABRC-CS57577 1	total_RNA	P-TABM-hans19	ABRC-CS57577 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R803	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57577	  	28	h	0.02% Silwet	R803.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57873 2	Arabidopsis thaliana	ncbitax	CS57873	P-TABM-hans18	ABRC-CS57873 2	P-TABM-103	ABRC-CS57873 2	total_RNA	P-TABM-hans19	ABRC-CS57873 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R638	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57873	0.02% Silwet	28	h	  	R638	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57620 1	Arabidopsis thaliana	ncbitax	CS57620	P-TABM-hans18	ABRC-CS57620 1	P-TABM-103	ABRC-CS57620 1	total_RNA	P-TABM-hans19	ABRC-CS57620 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R63	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57620	0.02% Silwet	28	h	  	R63	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57556 1	Arabidopsis thaliana	ncbitax	CS57556	P-TABM-hans18	ABRC-CS57556 1	P-TABM-103	ABRC-CS57556 1	total_RNA	P-TABM-hans19	ABRC-CS57556 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R278	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57556	0.02% Silwet	28	h	  	R278	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57583 2	Arabidopsis thaliana	ncbitax	CS57583	P-TABM-hans18	ABRC-CS57583 2	P-TABM-103	ABRC-CS57583 2	total_RNA	P-TABM-hans19	ABRC-CS57583 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R626	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57583	0.02% Silwet	28	h	  	R626	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57530 2	Arabidopsis thaliana	ncbitax	CS57530	P-TABM-826	ABRC-CS57530 2	P-TABM-103	ABRC-CS57530 2	total_RNA	P-TABM-hans19	ABRC-CS57530 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1228	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57530	  	28	h	0.02% Silwet	R1228.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57631 1	Arabidopsis thaliana	ncbitax	CS57631	P-TABM-hans18	ABRC-CS57631 1	P-TABM-103	ABRC-CS57631 1	total_RNA	P-TABM-hans19	ABRC-CS57631 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R51	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57631	0.02% Silwet	28	h	  	R51	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57814 1	Arabidopsis thaliana	ncbitax	CS57814	P-TABM-826	ABRC-CS57814 1	P-TABM-103	ABRC-CS57814 1	total_RNA	P-TABM-hans19	ABRC-CS57814 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1006	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57814	  	28	h	0.02% Silwet	R1006.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57545 1	Arabidopsis thaliana	ncbitax	CS57545	P-TABM-826	ABRC-CS57545 1	P-TABM-103	ABRC-CS57545 1	total_RNA	P-TABM-hans19	ABRC-CS57545 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1051	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57545	  	28	h	0.02% Silwet	R1051.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57890 2	Arabidopsis thaliana	ncbitax	CS57890	P-TABM-hans18	ABRC-CS57890 2	P-TABM-103	ABRC-CS57890 2	total_RNA	P-TABM-hans19	ABRC-CS57890 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R500b	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57890	0.02% Silwet	28	h	  	R500b	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57872 2	Arabidopsis thaliana	ncbitax	CS57872	P-TABM-826	ABRC-CS57872 2	P-TABM-103	ABRC-CS57872 2	total_RNA	P-TABM-hans19	ABRC-CS57872 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1408	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57872	  	28	h	0.02% Silwet	R1408.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57558 1	Arabidopsis thaliana	ncbitax	CS57558	P-TABM-826	ABRC-CS57558 1	P-TABM-103	ABRC-CS57558 1	total_RNA	P-TABM-hans19	ABRC-CS57558 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R848	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57558	  	28	h	0.02% Silwet	R848.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57733 1	Arabidopsis thaliana	ncbitax	CS57733	P-TABM-hans18	ABRC-CS57733 1	P-TABM-103	ABRC-CS57733 1	total_RNA	P-TABM-hans19	ABRC-CS57733 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R38	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57733	0.02% Silwet	28	h	  	R38	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57886 1	Arabidopsis thaliana	ncbitax	CS57886	P-TABM-hans18	ABRC-CS57886 1	P-TABM-103	ABRC-CS57886 1	total_RNA	P-TABM-hans19	ABRC-CS57886 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R235	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57886	0.02% Silwet	28	h	  	R235	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57743 2	Arabidopsis thaliana	ncbitax	CS57743	P-TABM-hans18	ABRC-CS57743 2	P-TABM-103	ABRC-CS57743 2	total_RNA	P-TABM-hans19	ABRC-CS57743 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R491	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57743	0.02% Silwet	28	h	  	R491	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57515 2	Arabidopsis thaliana	ncbitax	CS57515	P-TABM-hans18	ABRC-CS57515 2	P-TABM-103	ABRC-CS57515 2	total_RNA	P-TABM-hans19	ABRC-CS57515 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R495b	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57515	0.02% Silwet	28	h	  	R495b	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57723 1	Arabidopsis thaliana	ncbitax	CS57723	P-TABM-826	ABRC-CS57723 1	P-TABM-103	ABRC-CS57723 1	total_RNA	P-TABM-hans19	ABRC-CS57723 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R1042	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57723	  	28	h	0.02% Silwet	R1042.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57669 2	Arabidopsis thaliana	ncbitax	CS57669	P-TABM-826	ABRC-CS57669 2	P-TABM-103	ABRC-CS57669 2	total_RNA	P-TABM-hans19	ABRC-CS57669 2 biotin	biotin	synthetic_DNA	The MGED Ontology	P-TABM-hans12	  	R1407	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57669	  	28	h	0.02% Silwet	R1407.CEL	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57886 2	Arabidopsis thaliana	ncbitax	CS57886	P-TABM-hans18	ABRC-CS57886 2	P-TABM-103	ABRC-CS57886 2	total_RNA	P-TABM-hans19	ABRC-CS57886 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R433	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57886	0.02% Silwet	28	h	  	R433	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57742 2	Arabidopsis thaliana	ncbitax	CS57742	P-TABM-hans18	ABRC-CS57742 2	P-TABM-103	ABRC-CS57742 2	total_RNA	P-TABM-hans19	ABRC-CS57742 2 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R446	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57742	0.02% Silwet	28	h	  	R446	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
ABRC-CS57596 1	Arabidopsis thaliana	ncbitax	CS57596	P-TABM-hans18	ABRC-CS57596 1	P-TABM-103	ABRC-CS57596 1	total_RNA	P-TABM-hans19	ABRC-CS57596 1 biotin	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	  	R79	A-AFFY-2	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	CS57596	0.02% Silwet	28	h	  	R79	  	  	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426	P-TABM-1196	E-TABM-126-processed-data-1355696613.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-126/E-TABM-126.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1242548426
